train_loss,val_loss,val_dice,val_f1,val_accuracy,val_precision,val_recall,val_dice_w_bg,val_f1_w_bg,val_accuracy_w_bg,val_precision_w_bg,val_recall_w_bg
0,0,0.5349480024759772,0.38470919223425903,0.9967464995086829,0.41236240115783535,0.3954919067120781,0.5823064400454153,0.405117437085231,0.9954615415704434,0.432050802488992,0.4152978182074403
