mae,mse,perceptual_l2,perceptual_l1,loss
0.20624873531185048,0.04869201859091042,0.007356322417840104,0.03187569790660992,0.04869201859091042
0.14475727836367264,0.023397599749138395,0.004888630328224453,0.02170565255672712,0.023397599749138395
0.11368735695182705,0.014819751427492802,0.004226773349843533,0.018716591873318814,0.014819751427492802
0.09200808737648655,0.01007235787036666,0.0038323597008301635,0.0169959547151874,0.01007235787036666
0.07600967360091987,0.00722183511930298,0.003540166620175835,0.01574654683413524,0.00722183511930298
0.06376830975376713,0.005397800603727748,0.0032867286640314132,0.01470034876427186,0.005397800603727748
0.054140480739312984,0.004185364327809976,0.0030712601196936076,0.013825194847603792,0.004185364327809976
0.0465248827027039,0.003355988586900645,0.00288674652070565,0.013121189004357282,0.003355988586900645
0.04028185446265792,0.0027667922660486767,0.0027267390378570315,0.012517337771329221,0.0027667922660486767
0.035140630830215173,0.002332568204838375,0.0025764813900508716,0.011957678790141662,0.002332568204838375
0.030757762430925744,0.0020044401452041834,0.002441365160083759,0.011486325457677846,0.0020044401452041834
0.027153579832810814,0.0017637213155351965,0.0023265171401924854,0.011079520287417634,0.0017637213155351965
