mae,mse,perceptual_l2,perceptual_l1,loss
0.20451455776384833,0.048499096832068316,0.004724366054557364,0.01837174990348475,0.026611731403762915
0.10843829095592425,0.013780657134077829,0.0033835458927635896,0.013831565317460076,0.008582101511856588
0.0701069764921624,0.006375769292667594,0.002925073322187573,0.012234759284630276,0.004650421320834338
0.05091962229010011,0.003852463815801003,0.002606063502467096,0.01113000825126146,0.0032292636653905352
0.03947154727841293,0.002706676099499448,0.0023605904717091293,0.010337346785785828,0.0025336332856042885
0.03191153274316362,0.0020973620314647993,0.0021767316050040975,0.009736764377015223,0.002137046818793063
0.026576692588813247,0.0017279028718676169,0.002021237318949227,0.009242163279277921,0.0018745700930622397
0.022516271971781056,0.0014765867735518432,0.0018837078699695516,0.008804341197199762,0.0016801473206434678
0.0194347741622156,0.0013037980918463269,0.0017680228058152229,0.00843931926189137,0.0015359104476018225
0.016961029646721547,0.0011727612735095815,0.0016621862352251891,0.008107517473220882,0.0014174737538087707
0.01486029421227793,0.0010610888631667605,0.0015592715685522173,0.007780629915369392,0.0013101802164181037
0.013218767756878642,0.0009817644025756837,0.0014755740603557188,0.007506843665239335,0.0012286692301808873
