mae,mse,perceptual_l2,perceptual_l1,loss
0.13254468434717284,0.02468153796089016,0.006881644641855399,0.026905990110964097,0.02468153796089016
0.05223043266533661,0.004471974567583478,0.004360684034577258,0.018205369634986382,0.004471974567583478
0.03441390334387201,0.0027575348106153924,0.003749928293274197,0.01583079364501126,0.0027575348106153924
0.025961974060123575,0.002185671576638411,0.003428041850951377,0.014402989989893793,0.002185671576638411
0.021124624455930403,0.0019042987455551346,0.003202476472130864,0.013438180543038986,0.0019042987455551346
0.018020531841895174,0.001750100601997205,0.003054543353631492,0.01279282116021911,0.001750100601997205
0.01575426325459398,0.0016333123665900038,0.002916077559459919,0.012233675739972812,0.0016333123665900038
0.014015315232830634,0.0015470124517465563,0.002803292817698931,0.011774098100194318,0.0015470124517465563
0.012770615080139115,0.001489039126608428,0.0027099231082853108,0.011393481400757742,0.001489039126608428
0.011619426510269948,0.0014319753023168348,0.0026269128435289562,0.011057630540613593,0.0014319753023168348
0.010697937704579843,0.0013835537805974541,0.0025448549977698564,0.010721765227987647,0.0013835537805974541
0.00995080044489504,0.0013419512152982851,0.002472762457736823,0.010427269589463373,0.0013419512152982851
