mae,mse,perceptual_l2,perceptual_l1,loss
0.15989521383209557,0.03184843760148234,0.008334032171396914,0.028824684186883255,0.03184843760148234
0.08579862036254264,0.010519418698304731,0.006801414669039096,0.0222120467830814,0.010519418698304731
0.058508147276408844,0.006139939598159975,0.0056050826192989,0.01892565448201778,0.006139939598159975
0.043903944109371665,0.004269021409948047,0.00460223039798081,0.01641853066114798,0.004269021409948047
0.035048239955574906,0.0033495060642805816,0.004060922399245474,0.014940958861583368,0.0033495060642805816
0.029056995488603146,0.0028146951398570915,0.0037457039794257184,0.014010258344307741,0.0028146951398570915
0.02487650668452317,0.0025043599128780347,0.003542957224144874,0.013358729750261197,0.0025043599128780347
0.021905211206246705,0.0023294983332486905,0.0034236496523551772,0.012938788600423285,0.0023294983332486905
0.019414720266714206,0.0021663777558794408,0.0032918254926178653,0.012540511518802616,0.0021663777558794408
0.017605084432521387,0.0020761412044186254,0.0032250587587135766,0.012282788383483087,0.0020761412044186254
0.01596097283122521,0.0019728273189950182,0.0031255090693208514,0.011960208542902388,0.0019728273189950182
0.01471090017712448,0.0019045066496897168,0.0030521377326738295,0.01172442890117356,0.0019045066496897168
