mae,mse,perceptual_l2,perceptual_l1,loss
0.1850899537442513,0.04076461404233084,0.008549912432262285,0.027963643814946548,0.04076461404233084
0.10316515997080794,0.013762815310235444,0.007072021744988015,0.02217021955609779,0.013762815310235444
0.07023047253260686,0.007602495594475697,0.005845740873674056,0.01926238223152403,0.007602495594475697
0.052219109520344725,0.005001910660959308,0.004750911783670109,0.01684287539370458,0.005001910660959308
0.0413247859695365,0.003790679204522591,0.004191456816647195,0.01543032562614002,0.003790679204522591
0.03398196443543553,0.0031082504987537916,0.003853657619398438,0.014491278594163123,0.0031082504987537916
0.02876895144510292,0.002696236503898611,0.003622912095713066,0.013757104189948478,0.002696236503898611
0.025046124296430893,0.002455040234661234,0.0034742728537109444,0.01325837583701178,0.002455040234661234
0.022117059034315042,0.0022769229392290485,0.0033555492265382337,0.012844473232592022,0.0022769229392290485
0.019699745259163706,0.0021330269570632226,0.003242978044104496,0.012482310682821181,0.0021330269570632226
0.01787610064598512,0.002041957618877821,0.003173197280426086,0.012209191862958522,0.002041957618877821
0.01623161711270658,0.0019522420478798807,0.003090429698490679,0.011928891734490011,0.0019522420478798807
