,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,35937275,22656,41182,1705,183,26480,31,81868,4000,17336,37345,158959,337,0,1386,5242,118,0,22,26,288,0,15023,0,32378,7601,290,926
1,29898,92218,24424,9601,154,10116,168,3128,725,766,3018,4714,11,0,0,0,0,0,0,0,119,0,0,0,0,61,562,0
2,152622,84655,408285,31694,597,15193,1,13925,2099,5401,5094,113944,0,0,0,435,0,248,0,12,398,0,4,0,0,1007,995,9
3,8311,309,9611,12977,0,1019,0,1511,0,90,3097,28216,0,0,0,0,0,0,0,0,6,0,0,0,0,179,0,0
4,10711,4109,839,976,1760,3528,0,219,0,898,4212,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,75,82,0
5,79473,56035,39848,9665,315,286728,0,10999,115,1432,36421,27255,421,0,0,17,0,54,0,0,44,0,4,0,0,2316,289,0
6,7758,9911,7387,48,0,6093,576,418,1,46,3254,4244,16,0,0,0,0,0,0,0,2,0,0,0,0,0,301,0
7,74470,2686,5344,156,0,2399,0,520957,238,19953,7834,34943,326,0,0,0,0,0,0,0,125,0,4956,0,6323,1715,0,0
8,18003,1228,2403,0,0,953,0,7597,47420,15518,186,10223,160,0,0,0,0,0,0,0,0,0,149,0,61,67,0,0
9,44298,826,4949,5215,0,814,1,25327,6742,183455,7360,113453,21,0,0,0,0,0,0,0,449,0,447,0,623,1126,0,0
10,72347,10103,8705,357,168,54187,0,9779,164,2707,221308,41548,72,0,0,99,0,0,3,0,6,0,239,0,0,2651,870,0
11,231516,12141,62592,2445,48,12280,0,23756,4702,74978,39525,1805476,356,0,0,0,47,0,19,2,679,0,823,0,678,2712,791,0
12,12542,7612,9528,0,0,389,0,16682,5449,1231,4346,33022,469,0,0,0,0,0,0,10,26,0,0,0,171,50,0,0
13,3077,111,1981,0,0,4171,0,160,0,0,9097,569,0,0,0,0,0,0,0,0,0,0,48,0,0,0,453,0
14,10423,0,34,0,0,0,0,0,74,19,0,27,0,0,2667,35,0,0,0,0,0,0,0,0,0,0,0,0
15,22828,0,3739,0,0,161,0,492,0,0,1,49,0,0,7,6037,75,0,0,0,0,0,0,0,0,245,0,0
16,16381,236,55,0,0,754,0,0,0,5,0,4784,0,0,1,782,73,0,0,0,0,0,0,0,0,1,0,0
17,0,262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,3003,71,244,0,0,224,0,32,0,39,906,814,0,0,0,0,0,0,58,0,0,0,0,0,0,9,0,0
19,2308,3,34,0,0,43,0,14,0,30,10,667,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0
20,1971,525,1386,0,0,319,0,2221,303,754,277,6508,0,0,0,0,0,0,0,0,1101,0,0,0,0,14,0,0
21,2337,0,0,0,0,48,0,2920,0,0,120,19,0,0,0,0,0,0,0,0,0,0,1932,0,1990,0,0,0
22,21637,0,9,0,0,0,0,14199,47,88,88,766,0,0,0,0,0,0,0,0,0,0,28984,0,2718,62,0,0
23,2844,0,0,0,0,0,0,358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,385,46,2696,0,0,0
24,111931,2,0,0,0,22,0,9270,20,119,61,1826,0,0,0,0,0,0,0,0,0,0,1960,0,88354,16,0,0
25,50909,1120,5267,14,0,8823,0,5311,1117,3594,4273,15441,0,0,0,0,0,0,0,0,2,0,630,0,425,34146,50,0
26,18746,5095,3166,0,0,4515,35,2136,0,4,10466,6319,0,0,0,5,0,71,0,0,22,0,0,0,0,536,3772,0
27,4968,0,459,0,0,0,0,115,0,0,0,1041,4,0,0,649,0,0,0,0,0,0,0,0,0,891,0,13944
