,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,2252264,418,3630,9,38,1504,0,3307,239,1194,1511,7657,612,0,18,111,0,0,0,0,0,0,552,0,1930,683,8,6
1,1407,4016,3115,1,0,1767,0,162,26,50,271,326,42,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
2,6557,1628,31626,106,2,2331,0,690,127,318,594,7684,335,0,0,12,0,0,0,0,0,0,0,0,15,138,1,0
3,333,0,2670,322,0,100,0,78,0,0,120,446,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
4,573,265,244,0,0,496,0,32,0,4,104,79,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
5,4199,1220,4316,211,234,19279,0,415,8,137,2510,1618,17,0,0,0,0,0,0,0,0,0,21,0,20,244,1,0
6,394,321,660,0,0,600,0,14,0,0,261,251,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
7,3745,143,434,0,0,289,0,32408,13,1513,480,1528,550,0,0,0,0,0,0,0,3,0,539,0,497,205,0,0
8,857,25,353,0,0,50,0,557,2934,881,14,792,0,0,0,0,0,0,0,0,0,0,4,0,5,17,0,0
9,2062,4,442,0,0,72,0,1271,316,12270,91,7899,0,0,0,0,0,0,0,0,2,0,9,0,25,100,0,0
10,3836,331,657,0,215,4249,0,979,24,177,11654,4177,4,0,0,4,0,0,0,0,0,0,15,0,10,271,1,0
11,10671,178,4944,0,373,939,0,1242,147,4243,2477,114536,1612,0,0,0,0,0,0,0,0,0,15,0,92,358,3,0
12,508,114,329,0,0,150,0,620,191,52,111,3060,510,0,0,0,0,0,0,0,0,0,17,0,37,3,0,0
13,198,0,13,0,0,186,0,7,0,0,627,186,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
14,781,0,3,0,0,0,0,0,0,7,0,1,0,0,52,0,0,0,0,0,0,0,0,0,0,1,0,0
15,1531,0,312,0,0,7,0,28,0,0,0,0,0,0,0,169,1,0,0,0,0,0,0,0,0,16,0,0
16,1228,0,7,0,0,0,0,0,0,0,0,206,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
17,3,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,171,0,2,0,0,6,0,2,0,1,64,83,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
19,142,0,5,0,0,9,0,1,0,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,169,4,156,0,0,31,0,99,12,41,11,399,7,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0
21,143,0,1,0,0,0,0,115,0,87,2,0,0,0,0,0,0,0,0,0,0,0,133,0,93,0,0,0
22,1636,0,0,0,0,0,0,1129,3,34,36,60,0,0,0,0,0,0,0,0,0,0,1187,0,178,7,0,0
23,155,0,9,0,0,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,164,0,0,0
24,5093,0,0,0,0,10,0,741,0,16,13,122,0,0,0,0,0,0,0,0,0,0,160,0,7121,6,0,0
25,3001,5,321,0,0,665,0,242,73,344,285,942,0,0,0,0,0,0,0,0,0,0,3,0,29,2247,0,0
26,1373,244,317,0,0,466,0,103,0,55,448,370,3,0,0,0,0,0,0,0,0,0,0,0,0,71,8,0
27,1045,0,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,304
