,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,35944950,14286,71043,568,1070,48871,66,74266,5242,12251,36509,119640,4925,0,205,4810,28,8,0,0,144,0,7692,0,29607,14330,784,1362
1,29501,82838,30866,838,0,22112,847,2730,553,441,3304,4660,25,0,0,0,0,189,0,0,91,0,82,0,0,231,375,0
2,142715,58093,496861,1742,555,49232,60,11280,3453,2762,5965,56636,5232,0,0,53,0,0,0,0,220,0,3,0,70,1237,432,17
3,6002,3957,13818,17453,47,5781,0,987,0,121,4822,11979,0,0,0,0,0,0,0,0,4,0,0,0,0,38,317,0
4,10376,3392,3931,0,181,6118,0,216,0,54,1989,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,25,774,0
5,76937,41946,42531,849,9456,321640,760,6232,637,996,27246,16423,2229,0,0,0,0,71,0,0,2,0,27,0,0,3005,444,0
6,5550,7634,11520,0,0,6743,0,301,0,12,4164,3605,470,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0
7,89519,3474,9776,0,306,8166,56,469967,2254,20625,14660,24917,24609,0,0,0,0,0,0,0,208,0,5231,0,6271,2386,0,0
8,17569,553,7468,0,0,1332,169,8099,57204,3303,281,7179,555,0,0,0,0,0,0,0,79,0,50,0,29,98,0,0
9,50006,453,11222,26,0,5177,0,25746,16970,184135,8235,84692,4242,0,0,0,0,0,0,0,96,0,264,0,349,3493,0,0
10,68978,20957,6875,0,10680,72871,0,7844,98,1949,198651,29969,2444,0,0,103,0,10,0,0,0,0,51,0,0,3573,260,0
11,262942,33803,107726,1283,66,39405,0,31800,2661,60205,50578,1625946,54015,0,0,2,11,0,0,0,44,0,382,0,541,3395,756,5
12,13674,710,10968,0,0,4575,0,9246,3941,306,11988,28848,6683,0,0,0,0,0,0,0,0,0,0,0,510,0,78,0
13,2644,0,610,0,0,5018,0,134,2,7,10253,963,0,0,0,0,0,0,0,0,0,0,14,0,0,0,22,0
14,12651,0,34,0,0,0,0,0,115,0,0,29,0,0,422,19,0,0,0,0,0,0,9,0,0,0,0,0
15,21110,0,5856,0,0,4,0,567,0,0,25,0,0,0,2,5794,0,0,0,0,0,0,0,0,0,276,0,0
16,17691,0,298,0,0,0,0,5,0,1,0,4483,0,0,0,456,138,0,0,0,0,0,0,0,0,0,0,0
17,53,164,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
18,2843,0,247,0,0,363,0,40,0,44,1156,693,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,2447,0,481,0,0,26,0,24,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,2343,800,2576,17,0,531,53,1445,343,579,638,5269,142,0,0,0,0,0,0,0,524,0,0,0,0,119,0,0
21,2757,0,89,0,0,65,0,2504,0,1666,0,124,0,0,0,0,0,0,0,0,0,0,1347,0,814,0,0,0
22,27976,0,4,0,0,4,0,15394,50,172,516,884,4,0,0,0,0,0,0,0,0,0,20695,32,2659,208,0,0
23,2774,0,0,0,0,0,0,515,0,0,0,35,0,0,0,0,0,0,0,0,0,0,604,0,2393,9,0,0
24,116277,0,0,0,0,116,0,10085,21,125,174,1080,1181,0,0,0,0,0,0,0,0,0,2719,0,80249,1554,0,0
25,47715,3744,5809,247,0,11360,0,3835,4055,3307,5822,13618,12,0,0,0,0,0,0,0,0,0,362,0,135,31022,79,0
26,15753,4719,4968,0,0,12661,0,1296,348,374,8956,3526,4,0,0,22,0,0,0,0,0,0,0,0,1,986,1274,0
27,5849,0,1819,0,0,744,0,17,10,0,0,644,147,0,0,587,0,0,0,0,0,0,0,0,0,0,0,12254
