,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,36021440,6428,42573,2319,315,30652,1088,37518,5351,9938,20228,117378,1805,3139,3111,6262,5848,67,232,39,542,0,7210,73,34157,21396,3614,9934
1,11671,105961,27913,11,0,19840,1166,2440,339,269,1889,4900,552,0,0,0,0,242,0,0,182,0,0,0,0,571,1737,0
2,65376,14684,587589,22916,301,34201,4,4648,2438,3094,8424,84962,2105,714,0,30,0,0,6,0,1239,0,0,0,110,1836,1941,0
3,2259,295,7367,38533,0,3188,0,657,0,74,2171,10397,0,0,0,0,0,0,0,0,0,0,0,0,0,192,193,0
4,5305,530,623,0,3615,5602,0,146,39,49,7216,4863,0,0,0,0,0,0,62,0,0,0,0,0,0,758,258,0
5,35382,15342,23829,1136,502,434879,4254,3169,165,1102,14775,9871,537,411,0,913,0,0,375,0,118,0,238,0,14,2212,2207,0
6,4255,3784,9263,0,0,9774,7115,141,1,23,371,2678,1705,0,0,0,0,4,0,0,9,0,0,0,0,0,932,0
7,50742,1699,4483,207,0,2834,0,567404,683,18314,3878,14578,1597,12,0,0,0,0,18,0,1015,0,6251,0,5428,3160,122,0
8,7820,531,1936,0,0,946,0,8027,74293,3127,797,4041,1954,0,0,0,0,0,0,0,0,0,164,0,0,330,2,0
9,23229,127,3390,17,0,3501,249,22081,9694,230803,1534,95503,1284,0,0,0,0,0,0,0,285,0,381,0,535,2491,2,0
10,33325,1330,4374,11,7476,56977,2139,4228,151,2475,264120,45545,0,0,0,127,7,0,0,0,9,0,99,0,139,2021,760,0
11,112355,4752,42303,1843,2,13797,3556,12164,4328,43738,29940,1965663,21385,377,0,0,1304,0,5,0,2439,0,395,0,973,6438,523,7286
12,6945,0,5946,0,0,1611,0,11143,4995,637,583,38459,20837,86,0,0,0,0,0,0,11,0,0,0,78,196,0,0
13,1185,29,1,0,0,6348,0,23,0,0,5277,1587,0,3412,0,0,0,0,0,0,0,0,28,0,0,54,1723,0
14,7665,0,52,0,0,0,0,0,77,10,0,29,0,0,5382,0,64,0,0,0,0,0,0,0,0,0,0,0
15,10175,0,0,0,0,5,0,519,0,0,5,2,0,0,9,22555,104,0,0,0,0,0,0,0,0,260,0,0
16,12349,0,271,0,0,0,0,0,0,0,0,2419,0,0,0,465,7538,0,0,0,0,0,0,0,0,30,0,0
17,6,154,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,51,0
18,2368,13,345,0,0,280,0,45,2,25,537,796,177,0,0,0,0,0,625,0,0,0,0,0,41,146,0,0
19,2471,0,107,54,0,105,0,3,2,3,7,125,0,0,0,0,0,0,0,33,145,0,0,0,0,57,9,0
20,1167,433,818,0,0,231,0,1154,540,626,530,4910,193,0,0,0,0,0,0,0,4033,0,0,0,0,327,10,407
21,1722,0,0,0,0,52,0,1896,0,0,0,361,0,0,0,0,0,0,0,0,0,0,244,154,4937,0,0,0
22,11719,0,0,0,0,0,0,12188,101,695,244,842,0,0,0,0,0,0,0,0,0,0,39844,149,2788,28,0,0
23,1673,0,0,0,0,185,0,397,0,0,0,48,0,0,0,0,0,0,114,0,0,0,26,193,3694,0,0,0
24,78150,0,0,0,0,99,0,4698,0,127,6,2008,7,0,0,0,0,0,160,0,0,0,868,176,127090,192,0,0
25,21429,105,2965,311,0,8510,0,1308,681,1658,7371,4924,0,3,0,12,0,0,179,0,107,0,212,0,44,81253,50,0
26,9123,2457,1437,0,0,7286,12060,602,27,162,4782,4944,0,137,0,0,263,0,5,0,204,0,0,0,0,731,10529,139
27,1438,0,444,0,0,0,0,0,0,0,0,18,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,20147
