,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,35952730,11693,61697,218,131,25686,0,61523,3313,12481,24422,148192,1827,0,911,6854,766,4,0,16,104,0,8807,0,41069,19165,2234,8814
1,28440,87522,38510,51,0,11715,12,3712,507,567,2125,4532,590,0,0,0,0,37,0,1,78,0,0,0,0,328,956,0
2,128744,37464,507452,4004,79,27006,42,9679,2672,6465,3458,99160,4379,0,0,223,143,0,0,2,127,0,15,0,18,3044,870,1572
3,4608,1215,37512,1844,0,2338,0,941,0,349,2647,13540,0,0,0,0,0,0,0,0,0,0,0,0,0,201,131,0
4,10593,4322,5106,0,519,4429,0,355,134,0,729,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,469,598,0
5,86903,50103,56099,2070,5223,299129,10,5566,362,1891,12697,20557,2912,0,0,232,0,0,0,0,6,0,0,0,63,5497,607,1504
6,8813,8770,9214,0,81,6358,295,282,3,122,947,3226,717,0,0,0,0,3,0,0,0,0,0,0,0,204,1020,0
7,92362,1207,6703,0,0,8161,0,496088,102,15564,9139,29866,8584,0,0,0,0,0,0,0,134,0,5972,0,5953,2582,8,0
8,14970,748,4247,0,0,597,0,12057,49092,11786,153,9683,307,0,0,0,0,0,0,0,0,0,0,0,51,277,0,0
9,47383,306,3490,0,0,982,0,17096,4615,196154,1013,120887,0,0,0,0,0,0,0,0,118,0,306,0,329,2148,0,279
10,78061,10832,8177,3,296,53249,0,13783,190,2444,197886,47329,5154,0,0,93,0,0,0,0,30,0,124,0,138,5958,1566,0
11,215881,12600,60969,961,67,14725,10,14818,2360,54227,31878,1839472,17539,0,0,0,1908,0,6,0,177,0,500,0,1206,4741,1221,300
12,11641,1056,9822,0,0,2521,0,10665,5499,1502,2213,35746,10078,0,0,0,0,0,0,0,0,0,0,0,219,195,370,0
13,3148,0,6,0,1427,3993,0,117,0,0,7331,3384,0,47,0,0,0,0,0,0,0,0,46,0,0,65,103,0
14,10776,0,34,0,0,0,0,0,3,81,0,33,0,0,2340,4,0,0,0,0,0,0,0,0,0,8,0,0
15,21258,0,2543,0,0,5,0,536,0,0,0,0,0,0,0,6389,11,0,0,0,0,0,0,0,0,286,0,2606
16,16106,0,721,0,0,205,0,0,0,0,0,5336,0,0,0,228,476,0,0,0,0,0,0,0,0,0,0,0
17,28,216,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
18,2853,0,295,0,0,172,0,40,0,47,906,997,0,0,0,0,0,0,21,0,0,0,0,0,0,69,0,0
19,2333,3,106,0,0,30,0,32,0,8,0,599,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0
20,2043,222,1863,0,0,605,0,1699,300,836,282,6362,230,0,0,0,0,0,0,0,905,0,0,0,0,32,0,0
21,2679,0,0,0,0,27,0,3702,0,152,106,10,0,0,0,0,0,0,0,0,0,0,1273,0,1417,0,0,0
22,26252,0,0,0,0,88,0,17110,111,222,199,969,0,0,0,0,0,0,0,0,0,0,21192,0,2350,105,0,0
23,2543,0,0,0,0,24,0,466,0,110,0,38,0,0,0,0,0,0,0,0,0,0,303,71,2775,0,0,0
24,100230,0,0,0,0,34,0,8303,21,112,279,1726,31,0,0,0,0,0,5,0,0,0,1462,0,101185,193,0,0
25,47068,103,7305,25,14,5330,0,3017,961,4062,3796,10319,64,0,0,0,0,0,0,0,0,0,55,0,292,48311,400,0
26,16406,6910,2921,0,326,5124,0,2083,46,289,3184,10871,15,0,0,0,0,22,0,0,0,0,0,0,0,2875,3816,0
27,3806,0,153,0,0,0,0,0,0,0,0,356,0,0,0,43,0,0,0,0,0,0,0,0,0,72,0,17641
