,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,35991246,12612,52722,394,2107,28596,642,44894,5794,18249,26138,112999,1491,4876,3241,6945,4549,8,56,13,264,0,10465,26,44242,10489,4539,5060
1,11543,119455,13013,0,134,14591,3689,2529,171,508,2675,4201,460,0,0,0,0,131,0,0,82,0,0,0,0,291,6210,0
2,63096,34674,604780,5475,6755,27439,5842,4105,2028,3324,5184,65423,919,1099,0,66,0,134,12,0,915,0,0,0,26,1445,3790,87
3,2539,507,30293,9954,0,3978,0,390,0,515,1704,14882,15,161,0,0,0,0,0,0,0,0,93,0,0,215,80,0
4,5417,5433,403,0,6573,1782,0,172,131,5,4807,3432,0,0,0,0,0,0,0,0,0,0,0,0,0,190,721,0
5,30559,20247,33790,86,3999,409883,5655,3201,234,2152,28300,7469,4,0,0,71,0,4,281,0,54,0,189,0,48,1752,3453,0
6,3423,5892,8442,0,66,4202,8387,186,15,46,1520,2036,1696,12,0,0,0,2,0,0,0,0,0,0,0,39,4091,0
7,38051,2518,6495,14,72,2758,54,547892,653,26213,3236,29633,4825,1007,0,0,0,0,0,0,511,0,10019,0,6650,1415,409,0
8,7594,1294,3791,0,57,995,0,3938,73421,8498,434,1773,1712,0,0,0,0,0,0,0,0,0,316,0,0,128,17,0
9,22822,261,5663,82,0,2647,626,19499,10622,247139,1535,82383,2,0,0,0,0,0,0,0,149,0,552,0,278,841,5,0
10,27610,5079,5323,798,14716,58207,328,6025,241,2477,240176,54082,0,5218,0,127,0,0,0,0,0,0,338,0,157,1740,2671,0
11,118292,13761,62799,15,3996,16217,2910,5344,3996,58541,18526,1952972,8939,577,0,0,333,0,16,0,845,0,1165,0,784,2150,2661,727
12,5704,1426,6029,0,0,1445,0,11096,4217,0,571,39582,21033,0,0,0,0,0,0,0,64,0,0,0,91,116,153,0
13,1069,83,0,0,140,1049,0,26,0,110,5147,453,0,10369,0,0,0,0,0,0,0,0,19,0,0,1,1201,0
14,7414,0,42,0,0,4,0,0,68,3,0,40,0,0,5660,10,38,0,0,0,0,0,0,0,0,0,0,0
15,9607,0,59,0,110,7,0,467,0,0,133,0,0,0,0,22980,4,0,0,0,0,0,0,0,0,267,0,0
16,12419,0,168,0,0,0,0,0,0,0,0,2399,0,0,0,252,7834,0,0,0,0,0,0,0,0,0,0,0
17,14,56,0,0,0,3,67,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,33,0
18,2185,28,583,0,0,171,0,52,0,28,970,541,318,0,0,0,0,0,375,0,6,0,0,0,0,143,0,0
19,2370,6,343,0,0,110,21,5,4,4,7,170,0,0,0,21,0,0,0,25,0,0,0,0,0,35,0,0
20,942,566,1248,0,0,333,0,1134,561,722,881,5558,144,0,0,0,0,0,0,0,3231,0,0,0,0,59,0,0
21,1293,0,0,0,0,43,0,1935,0,0,0,5,0,0,0,0,0,0,0,0,0,0,414,52,5624,0,0,0
22,10232,0,0,0,0,14,0,7429,202,517,256,501,0,31,0,0,0,0,0,0,0,0,45925,27,3399,65,0,0
23,1804,0,0,0,0,1,0,315,0,0,0,39,0,0,0,0,0,0,47,0,0,0,1,272,3851,0,0,0
24,70396,87,0,0,0,51,0,3760,0,135,132,1700,4,0,0,0,0,0,178,0,0,0,1135,33,135918,52,0,0
25,22947,736,3096,168,57,12048,0,1304,381,4017,4305,8308,0,155,0,0,0,0,0,0,0,0,213,0,58,72861,468,0
26,8561,3564,1210,0,2,6625,2,511,9,85,4780,6105,0,148,0,0,0,15,0,0,519,0,0,0,0,23,22729,0
27,2398,0,0,0,0,0,0,0,0,0,73,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19506
