,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,36007667,6204,47857,2198,804,31888,628,27427,3737,14527,23394,127556,2289,450,3591,3171,2400,242,197,61,140,0,3825,39,33055,18429,3466,27415
1,13358,97506,40801,0,15,15758,1453,1310,153,614,2069,3700,233,0,0,0,0,213,0,0,72,0,0,0,0,317,2111,0
2,62788,15705,633253,10842,686,29632,856,2353,1076,3356,4082,63359,1357,2676,0,34,0,47,14,0,731,0,311,0,35,2108,1317,0
3,2783,96,11670,39425,0,3275,56,118,0,43,1605,3672,1380,235,0,0,0,0,0,0,0,0,23,0,0,280,665,0
4,6462,2206,1449,88,3877,488,0,46,1,0,7316,5830,0,0,0,0,0,0,384,0,63,0,0,0,0,672,184,0
5,35264,11878,31342,2854,9686,409943,3839,1361,214,987,23736,12235,2144,73,0,10,0,18,16,0,16,0,47,0,0,3976,1792,0
6,5683,7353,9532,0,0,5805,3809,96,1,12,1852,2939,1783,0,0,0,0,31,0,0,26,0,0,0,0,89,1044,0
7,52450,1163,6742,98,0,5346,14,525967,926,27289,6803,22462,14333,37,0,0,0,0,0,0,1167,0,8428,0,5256,3891,53,0
8,8308,481,4277,39,6,2682,0,3327,68756,6720,232,6839,1749,0,0,0,0,0,0,3,7,0,245,0,3,294,0,0
9,28868,14,5420,131,2,2019,24,14783,11365,241877,3778,83638,1314,4,0,0,0,0,0,0,96,0,292,0,214,1266,1,0
10,36071,1809,5388,5193,7237,53984,2144,2526,77,3013,243285,59470,1,352,0,58,0,0,0,0,23,0,114,0,199,3167,1202,0
11,106153,4558,38720,0,334,12603,1262,7618,2942,49722,19143,1999954,17541,0,0,0,0,63,30,0,402,0,630,0,538,5449,1657,6247
12,5494,260,12647,0,0,2382,69,12280,3950,0,722,38087,15129,0,0,0,0,0,0,0,16,0,0,0,42,445,4,0
13,1730,202,0,0,0,5057,0,13,0,0,6222,2243,0,1924,0,6,0,0,0,0,0,0,40,0,0,273,1957,0
14,7259,0,42,0,0,0,0,1,27,9,0,35,0,0,5830,0,18,0,0,0,0,0,0,0,0,58,0,0
15,12653,0,737,0,0,17,0,532,0,0,40,0,0,70,5,18428,645,0,0,0,0,0,0,0,0,507,0,0
16,14187,0,806,0,0,0,0,0,0,0,0,2105,0,0,0,9,5903,0,0,0,0,0,0,0,0,62,0,0
17,38,95,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0
18,2111,0,342,0,0,538,0,17,13,50,692,999,0,0,0,0,0,0,377,0,0,0,0,0,0,261,0,0
19,2512,10,281,6,0,101,0,1,4,2,4,138,0,0,0,0,0,0,0,23,0,0,0,0,0,39,0,0
20,1133,143,1052,0,0,952,0,431,513,667,915,5328,295,0,0,0,0,0,0,0,3515,0,0,0,0,27,1,407
21,2283,0,31,0,0,109,0,2457,0,0,0,3,0,0,0,0,0,0,0,0,0,0,267,66,4150,0,0,0
22,18261,0,79,0,0,27,0,8325,103,500,305,995,57,0,0,0,0,0,0,0,0,0,36102,169,3627,48,0,0
23,1889,0,0,0,0,2,0,397,0,5,0,26,0,0,0,0,0,0,16,0,0,0,0,147,3848,0,0,0
24,80695,0,0,0,0,19,0,4624,0,178,61,2853,3,0,0,0,0,0,154,0,0,0,708,109,123916,261,0,0
25,19833,194,2181,327,284,7369,0,706,434,1803,7241,7346,0,0,0,0,0,0,112,0,0,0,12,0,95,83085,100,0
26,10205,4520,1931,36,880,7617,2481,779,224,51,3916,8424,0,285,0,0,0,367,0,0,452,0,0,0,0,209,12511,0
27,1204,0,387,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20478
