,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,143986885,36020,184486,12153,1137,78000,218,240698,32300,62393,145991,391992,3892,0,11462,23689,4405,10,404,1031,1170,0,31465,88,233095,77191,12881,187
1,51629,385037,124700,400,22732,85326,838,7696,1796,1508,20326,5596,2891,0,0,0,0,0,0,0,829,0,0,0,0,1903,4759,0
2,311064,101239,2365112,49611,2322,154248,1044,32115,9021,17022,40636,232784,9889,0,1,1702,0,53,129,9,3400,0,84,0,87,5266,7700,0
3,9291,7225,68841,153377,711,7096,0,2919,28,3,9707,174,0,0,0,0,0,0,0,0,0,0,0,0,0,554,1367,0
4,24775,408,28122,12238,10590,1066,0,449,550,692,30384,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,3869,1826,0
5,188468,172877,132385,15136,15369,1351875,1438,18338,1228,4135,239216,25739,4744,0,1,48,0,0,760,66,413,0,0,0,292,22242,9116,0
6,21589,42706,36708,0,6,20006,7043,1141,88,99,9554,7658,16,0,0,0,0,0,0,0,0,0,0,0,0,320,12914,0
7,162169,8691,37514,2177,0,15797,0,2232076,1665,90346,43886,72097,33570,0,0,0,0,0,0,7,1993,0,5901,0,14873,8719,45,0
8,26495,1384,12748,643,131,2010,0,44809,298864,8230,4993,12093,50,0,0,0,0,0,0,0,354,0,204,0,1080,2103,96,0
9,135010,2117,23705,1552,0,8321,0,70092,54287,863970,37500,373042,1,0,0,0,0,0,0,0,475,0,471,0,1842,8902,88,0
10,154425,31975,17163,18611,17027,119410,4,12888,417,6720,1250049,50919,0,29,0,400,0,0,124,0,35,0,219,0,902,16282,4023,0
11,502349,97963,273742,48786,5696,69035,2243,34172,29283,319392,350188,7296743,24863,0,0,0,188,0,30,56,1206,0,499,0,4406,28688,13216,0
12,33358,20050,67179,0,0,1884,0,41062,25114,125,23749,112475,39985,0,0,0,0,0,0,0,113,0,0,0,550,274,163,0
13,5776,104,640,0,0,23643,0,285,0,0,36574,7142,0,133,0,33,77,0,0,0,0,0,0,0,0,0,4127,0
14,24294,0,112,0,0,0,0,0,275,84,0,137,0,0,27940,242,32,0,0,0,0,0,0,0,0,27,0,0
15,46602,0,12632,0,0,38,0,2174,0,0,21,0,0,0,44,70041,1792,0,0,0,0,0,0,0,0,1291,0,0
16,49318,0,4414,0,0,0,0,0,0,0,0,14551,0,0,137,3535,20429,0,0,0,0,0,0,0,0,0,0,0
17,187,772,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
18,8600,31,2098,33,0,2206,0,197,16,204,3737,3264,92,0,0,0,0,0,1001,0,31,0,0,0,0,148,0,0
19,7850,1,2535,218,0,446,0,13,33,272,76,520,0,0,0,0,0,0,0,385,14,0,0,0,84,133,0,0
20,8019,2776,5016,958,998,1795,0,5482,1842,3798,2168,19239,717,0,0,0,0,0,0,4,7776,0,0,0,0,688,7,0
21,5932,0,21,0,0,6,0,8530,0,4034,354,215,0,0,0,0,0,0,0,0,0,0,43,99,18103,95,0,0
22,56461,0,11,134,0,0,0,65730,914,1068,1061,3507,22,0,0,0,0,0,0,0,0,0,134309,0,10651,545,0,0
23,4947,0,1021,0,0,0,0,2285,0,0,0,132,0,0,0,0,0,0,10,0,0,0,281,598,16177,0,0,0
24,184736,0,34,0,0,213,0,36624,0,613,1113,6575,191,0,0,0,0,0,19,0,0,0,3657,48,618359,1457,0,0
25,115006,2390,13013,1869,117,32454,164,11920,5767,6983,26073,32997,16,0,0,95,0,0,28,63,92,0,414,0,117,272072,2236,0
26,44446,13148,12752,495,571,18183,4421,6326,981,114,37067,29920,0,0,0,0,0,5,120,0,30,0,0,0,0,6195,44382,0
27,29465,0,1153,0,0,39,0,0,0,0,4877,20804,0,0,0,1209,936,0,0,0,0,0,0,0,0,0,0,29915
