,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,2253005,266,3376,16,14,2519,20,2990,337,900,2359,6225,163,0,22,116,0,0,0,0,5,0,332,0,2226,738,5,57
1,1274,3993,2807,2,16,2252,126,153,49,24,208,235,38,0,0,0,0,0,0,0,0,0,0,0,0,26,3,0
2,6040,1054,32637,204,37,3278,0,545,266,336,1026,6316,256,0,0,11,0,0,0,0,2,0,0,0,4,145,7,0
3,346,85,2108,161,0,158,0,65,0,26,227,884,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4,554,0,367,81,177,357,0,14,7,0,117,135,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5,3164,1140,2779,504,31,23021,0,233,12,289,1843,1299,1,0,0,2,0,0,0,0,4,0,0,0,7,120,1,0
6,288,283,772,0,0,709,0,13,1,1,232,147,63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7,3736,46,570,8,0,378,0,33153,7,1088,1079,963,389,0,0,0,0,0,0,0,23,0,211,0,535,161,0,0
8,767,26,255,0,0,59,0,664,3725,421,31,332,164,0,0,0,0,0,0,0,0,0,0,0,5,40,0,0
9,2445,7,304,0,0,178,0,1834,1074,12572,284,5640,0,0,0,0,0,0,0,0,10,0,11,0,19,185,0,0
10,3088,170,387,3,35,5758,0,471,86,213,14075,2182,0,0,0,1,0,0,0,0,0,0,1,0,4,130,0,0
11,10624,179,4159,36,0,1651,420,1187,296,4281,5215,111034,2424,0,0,0,1,0,0,0,1,0,11,0,65,228,10,8
12,543,9,676,0,0,492,0,856,240,37,325,1566,939,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0
13,145,53,18,0,0,312,0,2,0,0,582,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,713,0,3,0,0,7,0,0,4,1,0,1,0,0,102,13,0,0,0,0,0,0,0,0,0,1,0,0
15,1517,0,255,0,0,0,0,27,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,18,0,0
16,1233,0,7,0,0,12,0,0,0,0,0,180,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
17,5,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
18,167,0,12,0,0,26,0,3,0,6,64,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,134,1,3,0,0,3,0,2,0,1,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,135,9,112,0,0,25,9,75,22,42,49,409,8,0,0,0,0,0,0,0,45,0,0,0,0,2,0,0
21,126,0,2,0,0,3,0,235,0,0,5,0,0,0,0,0,0,0,0,0,0,0,62,0,141,0,0,0
22,1803,0,0,0,0,0,0,1117,5,6,50,53,0,0,0,0,0,0,0,0,0,0,946,0,249,41,0,0
23,187,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,167,0,0,0
24,4707,0,0,0,0,11,0,652,0,4,18,120,18,0,0,0,0,0,0,0,0,0,19,0,7703,30,0,0
25,3022,3,361,0,0,889,0,201,167,243,450,707,0,0,0,0,0,0,0,0,2,0,4,0,30,2075,3,0
26,1027,97,335,0,0,746,0,103,23,81,801,152,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,0
27,792,0,0,0,0,0,0,0,0,0,0,13,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,563
