mae,mse,perceptual_l2,perceptual_l1,loss
0.20762870662386265,0.04994035885810509,0.00426197820298388,0.01677667011905483,0.0156815733712331
0.11001481812254252,0.01407697895137797,0.0031078039675650694,0.012838339393747516,0.005850097684693772
0.07174496634393186,0.006555900196661018,0.0026906843680616706,0.011405507519111867,0.0036569883038724224
0.05211708666810376,0.003926658500146814,0.0024059501994086606,0.010464129252663157,0.0027861272605161063
0.04036987218255045,0.002731933354555617,0.0021857424947967657,0.009758587547661934,0.0023222902017482868
0.032472088182212755,0.002087736403973569,0.002014356119434873,0.009216607453555384,0.0020327011799000047
0.026862002458716536,0.0017005342703255433,0.0018717145731390209,0.008756094921430334,0.001828919480342039
0.022772722436032917,0.0014500740089680778,0.001745989217937722,0.00835150385350561,0.00167201039865756
0.019646758002706315,0.001273218960628171,0.0016341461682059372,0.007995504215574196,0.0015439143522344028
0.01714774391179522,0.001139140604537574,0.001529245154937504,0.007667985802870279,0.0014317189991266794
0.01510710513394419,0.0010350394590477139,0.0014392562796435035,0.007374900477203664,0.0013382020594119568
0.01344720664793436,0.0009534183979899607,0.001357765846855352,0.007109029298995026,0.001256678972237756
