train_loss,val_loss,val_dice,val_f1,val_accuracy,val_precision,val_recall,val_dice_w_bg,val_f1_w_bg,val_accuracy_w_bg,val_precision_w_bg,val_recall_w_bg
0.0000,0.0000,0.6972,0.4850,0.9971,0.5034,0.5039,0.7393,0.5021,0.9960,0.5201,0.5200
