train_loss,val_loss,val_dice,val_f1,val_accuracy,val_precision,val_recall,val_dice_w_bg,val_f1_w_bg,val_accuracy_w_bg,val_precision_w_bg,val_recall_w_bg
0,0,0.6972306086178824,0.4850436981369279,0.9971236760690161,0.5033600727454141,0.5039172215476542,0.7393147780250011,0.5020761690427646,0.9959737665717656,0.5200744859635826,0.519991057919887
