mae,mse,perceptual_l2,perceptual_l1,loss
0.13331318163311184,0.0245798089838231,0.0052856496922249925,0.02117585640350596,0.014932729339588169
0.05295758717291186,0.004427829028899118,0.00350542038083863,0.014636215971936534,0.003966624715370832
0.03509868102616518,0.0027033578306829803,0.003133436898216462,0.01305246863857398,0.0029183973606511406
0.026740314260182363,0.0021304275166607978,0.0029134244797483174,0.01215262600397709,0.0025219260044610434
0.021728060753469045,0.0018456119352651334,0.0027523397998937948,0.011509199977106989,0.002298975875511794
0.01843182302496598,0.001679446219981446,0.0026273991306618055,0.011012401571229185,0.0021534226765505785
0.015987438414310197,0.001556978049069543,0.002515775886687831,0.010583086500584279,0.0020363769666497345
0.014213672268871153,0.0014782627517600578,0.0024302672981794016,0.010247658205266878,0.001954265024858007
0.01280189002193725,0.0014078439778206788,0.0023414957338869,0.009920552195963269,0.0018746698551834516
0.011636262927597636,0.0013550523402180072,0.0022719532962809826,0.009659577389882303,0.0018135028175791572
0.010672995457765351,0.0013037189090939064,0.002199508800553855,0.009396566934311573,0.0017516138532597592
0.009881758919404016,0.001260446731784093,0.0021336236389911593,0.009157995101700818,0.0016970351863931329
