mae,mse,perceptual_l2,perceptual_l1,loss
0.19407657622547386,0.049659495177587595,0.006524539594636826,0.024745782569136593,0.049659495177587595
0.06910672097425773,0.006628105574199883,0.004169426447731548,0.017220426470598998,0.006628105574199883
0.04217820912027542,0.0032958894648058286,0.0036449478599537813,0.015092710953656292,0.0032958894648058286
0.031283668608846224,0.002432350947426886,0.0033522138010975036,0.013898033360930985,0.002432350947426886
0.02514413475718585,0.0020544003516939718,0.0031650857999920845,0.01309486537556845,0.0020544003516939718
0.021037669991806236,0.0018242627740685691,0.0029996772544304776,0.012428114955776485,0.0018242627740685691
0.01802587926731,0.001676353052590979,0.002879886509897098,0.011951010518719848,0.001676353052590979
0.015828335705980114,0.0015789436562086909,0.0027833050317997952,0.011565833075433227,0.0015789436562086909
0.01414584788188138,0.0015011886986072628,0.002689090670460045,0.011208643103572549,0.0015011886986072628
0.012780690479902069,0.0014408474357712892,0.0026095149119790364,0.010897449707530166,0.0014408474357712892
0.011649878187938067,0.0013847764252529493,0.0025304123449126784,0.010607965299484254,0.0013847764252529493
0.010710166506254741,0.0013397709759678013,0.0024634021523832245,0.010353620838009236,0.0013397709759678013
