train_loss,train_acc,train_f1,train_map,train_subset_acc,test_loss,test_acc,test_f1,test_map,test_subset_acc
0.15621337,0.8949087,0.56109965,0.7340012,0.39866012,0.1968687840989817,0.8622096537429595,0.3430203752261456,0.583777201231395,0.24269859813084113
0.10088489,0.95774055,0.70762056,0.8576585,0.546424,0.1619663740569186,0.9158403817738328,0.5446684828428464,0.7412461805566449,0.3773364485981308
0.08176595,0.9725147,0.768942,0.8999541,0.6123427,0.18700591620997847,0.8924011482256595,0.49899086356163025,0.6819297036277914,0.3230140186915888
0.066767104,0.9817656,0.8129289,0.9292373,0.6647004,0.1283164274330451,0.9354096188723484,0.6798870301692286,0.8251301401129393,0.49328271028037385
0.057000354,0.9865698,0.8424365,0.9477431,0.7030928,0.14920614416075645,0.9231141410141348,0.6393707815174744,0.7921349411812898,0.45005841121495327
0.04863248,0.98947656,0.8679902,0.9574285,0.74362177,0.20125150767581484,0.8959692153975228,0.6553442954460037,0.7953506747138834,0.4740070093457944
0.042159177,0.9921654,0.8823501,0.9663247,0.7638172,0.15964670729971378,0.9180187816931823,0.6456274437570126,0.7997217724256427,0.4369158878504673
0.035812262,0.9940873,0.9003761,0.97543406,0.7925311,0.16894936422321283,0.912252557611911,0.6687577684348989,0.8086570718578089,0.4710864485981308
0.032671835,0.99478334,0.913966,0.9770019,0.81715834,0.21518839241188265,0.8736090999897396,0.6080003397487034,0.7544267723493487,0.4094626168224299
0.02841619,0.99484146,0.92787534,0.9811162,0.8412258,0.19340710084293491,0.890748459045018,0.6452959622735175,0.7970307569637477,0.4807242990654206
0.024243446,0.996086,0.938184,0.98611826,0.8624309,0.23362498605084198,0.8764174290906603,0.6809000462015099,0.8086784348309597,0.5093457943925234
0.0228296,0.9963255,0.94230366,0.98763317,0.8693076,0.22687274753768868,0.8698226820642703,0.6649834107015734,0.7993143351278572,0.4982476635514019
