train_loss,train_acc,train_f1,train_map,train_subset_acc,test_loss,test_acc,test_f1,test_map,test_subset_acc
0.22403811,0.8516462,0.42605066,0.6730727,0.21464968,0.08741782132153199,0.9701995303697675,0.7703258055392826,0.9110591773674867,0.5776869158878505
0.079971984,0.9844244,0.81526375,0.9409759,0.5928882,0.0854474397323956,0.9691360559418937,0.7894290390415727,0.9184978609887239,0.6071845794392523
0.054111183,0.9930168,0.89009535,0.96961653,0.7277137,0.08733714441551227,0.9683244050106156,0.7904364566936671,0.9160647943755177,0.6115654205607477
0.03694971,0.9969201,0.9270314,0.98321587,0.80214113,0.09205663775172189,0.9619228572488945,0.7927657248817872,0.9159338240311524,0.6214953271028038
0.024421219,0.9987911,0.9565511,0.99254465,0.87530434,0.09668335746799674,0.9554529529865657,0.800648626880111,0.9186478596981441,0.6209112149532711
0.018924419,0.99872875,0.9679776,0.9929736,0.9089043,0.10248864638819316,0.9519659581585466,0.8020862519184006,0.9209213624490755,0.6255841121495327
0.013614335,0.9994661,0.97859055,0.99728084,0.9358034,0.11235088430275426,0.9433548489463663,0.7937922628126411,0.9142929309996489,0.6203271028037384
0.011502454,0.9991359,0.98274434,0.9966232,0.9494161,0.11270219588948187,0.9416185166234168,0.7970264609729019,0.913960826174121,0.6255841121495327
0.008392165,0.9997278,0.9888558,0.9985448,0.9667383,0.11550084090678492,0.9389905027139966,0.8013440883048227,0.9147077876830769,0.6255841121495327
0.007071405,0.9995476,0.99140894,0.9993962,0.9741655,0.11914752265351398,0.9368386725398982,0.8033466511797682,0.917049849701819,0.6267523364485982
0.007668296,0.99923843,0.9903585,0.9980966,0.97292197,0.12085205161613281,0.9352743792756696,0.8008049464671412,0.9183370838655489,0.6247079439252337
0.0052330657,0.99995786,0.9944007,0.99917907,0.9825983,0.12124472050535902,0.9379144934850319,0.800961541795285,0.9172289053970408,0.6255841121495327
