train_loss,train_acc,train_f1,train_map,train_subset_acc,test_loss,test_acc,test_f1,test_map,test_subset_acc
0.15861624,0.8959997,0.6000485,0.7641423,0.43887904,0.08284529201059698,0.9687320668006612,0.785629100888689,0.9167966887215587,0.6156542056074766
0.06674916,0.9823973,0.8164057,0.9364653,0.66801167,0.07973243550301712,0.9714294638589164,0.7985680582367372,0.9254227887804263,0.6363901869158879
0.04385613,0.9924313,0.8827926,0.9716181,0.7627627,0.08549393032825439,0.9643940830899176,0.8045018371020523,0.924251277870107,0.6337616822429907
0.027820544,0.99731535,0.9284192,0.9879617,0.8405702,0.09654310996705126,0.953846980478162,0.8007301108859409,0.9186275322860646,0.6323014018691588
0.019446412,0.9981945,0.9533239,0.99208844,0.8915705,0.10661121995719237,0.9468956333454525,0.7915174676993183,0.9151456133227482,0.6212032710280374
0.013630677,0.99861723,0.969032,0.9959789,0.923822,0.1106091704672185,0.9432440422405707,0.7932518676062611,0.9149240734421205,0.615946261682243
0.010426179,0.9990702,0.97709465,0.9969158,0.94255996,0.1182628770959433,0.9401614543433502,0.7944763430925174,0.915857875458548,0.6206191588785047
0.008514656,0.9985437,0.982031,0.99681693,0.9571235,0.12113629337226119,0.9362044412399007,0.801038236818581,0.917619160402601,0.6334696261682243
0.0072176894,0.9992045,0.9856718,0.9983649,0.96450806,0.12106176051441754,0.9410826669675167,0.8009174321299402,0.9195471896189396,0.6185747663551402
0.005749894,0.99900115,0.9890748,0.99922574,0.97273904,0.12554192163537595,0.9356765078607007,0.8010717869919037,0.9204745136688803,0.6261682242990654
0.0047865775,0.9995141,0.9903972,0.99796635,0.9779326,0.12879634427481165,0.9366641768785281,0.8021180802416579,0.920218020956093,0.6276285046728972
0.006087327,0.9988405,0.98942274,0.9983189,0.9772827,0.1381403352612647,0.9279363367045037,0.7971825115034513,0.9131243234482881,0.6317172897196262
