mae,mse,perceptual_l2,perceptual_l1,loss
0.15374905488770205,0.032213670286509045,0.00543333063368648,0.020763529611182992,0.018823500433060806
0.058004609604085475,0.005138785568925761,0.003718887512963587,0.014998460100917235,0.0044288365478714975
0.03794765651168842,0.003019073054341031,0.003337192437173566,0.01342797140642686,0.0031781327412883803
0.02884057660420888,0.0023506492530058305,0.0031257331310530086,0.012589249171802841,0.0027381911893480685
0.023602524693633452,0.002040070571647081,0.0029717119367732425,0.01199462158594731,0.0025058912570032356
0.01998513244850393,0.0018352833985406441,0.002830734662354107,0.011491976923268152,0.0023330090332404495
0.017421494118311582,0.001704469629279168,0.0027229943904389345,0.011107125362442117,0.0022137320114231727
0.01545438441607007,0.0016059052641995094,0.0026229128881488104,0.010760617844631714,0.002114409080084463
0.013856642194907405,0.00152523634975844,0.0025341919084363785,0.01043981041637698,0.0020297141267512273
0.012727401680500745,0.0014738308602314793,0.002461960591955,0.010182010640896098,0.001967895724417395
0.011581192525986746,0.00141211708734123,0.0023880033546454502,0.009915345505723682,0.001900060219205773
0.010713590090940644,0.001364916709614578,0.002317839297206783,0.009678266370479525,0.0018413780020700048
