mae,mse,perceptual_l2,perceptual_l1,loss
0.0499244672702107,0.017733878092286166,0.007579227677062011,0.021262294560985464,0.017733878092286166
0.021372067994096685,0.005004760201469836,0.005426573973763984,0.01662742434115991,0.005004760201469836
0.018278327892085756,0.004010335156593951,0.0049365785494875775,0.01581407575769754,0.004010335156593951
0.014422875904118832,0.003034978376562044,0.004571351932358147,0.01522768838348979,0.003034978376562044
0.011667037920779664,0.0024369964322464937,0.004147900001194163,0.014228538291854158,0.0024369964322464937
0.009938818536655916,0.002103118731813673,0.0037770355942582214,0.013111217846582696,0.002103118731813673
0.008879689033180762,0.0019075767679636916,0.0034869707930446987,0.012148780944880505,0.0019075767679636916
0.008171292563503511,0.001777878730296874,0.0033007852291606094,0.011566387612780202,0.001777878730296874
0.0076753647431316505,0.001684984297942077,0.003148275541477692,0.01110513118272665,0.001684984297942077
0.007283766310654881,0.001606621772127723,0.003012253505565698,0.010718676592303788,0.001606621772127723
0.00697645656728756,0.0015430620437105421,0.002898361012357468,0.010408149940996732,0.0015430620437105421
0.0066833155186786074,0.0014847189882026552,0.002795168729999501,0.01013893431728266,0.0014847189882026552
