mae,mse,perceptual_l2,perceptual_l1,loss
0.1562019787342672,0.029736876171332517,0.005115902294438769,0.020888708696312732,0.023581632613177608
0.07920798122339423,0.008033633219603728,0.0035411698320047527,0.014733149825582806,0.006910517348795271
0.051784652451521605,0.004082525597220276,0.0030298959361049643,0.012764753541424728,0.0038193681893151634
0.037970491175516555,0.002699043832347512,0.002704316235349412,0.011566221780159766,0.0027003619491860927
0.029887850244391903,0.0020709113001594615,0.0024758688225133807,0.010805544132391803,0.0021721506763907462
0.024507925014463815,0.0017095567696976284,0.002280297433070824,0.010167394294591188,0.001852241939339508
0.020640465118091075,0.0014792685305356492,0.0021209306101048378,0.00968441692844119,0.0016396840555672025
0.017731605616046003,0.0013182240523998544,0.0019826363133545427,0.009199155356928048,0.0014843271217164146
0.01541938817739887,0.00119458976239252,0.0018623068652986307,0.008827125387277004,0.0013615190372811255
0.013668401372366926,0.0011013674323184276,0.001752798949393324,0.008471032037916316,0.0012642253168381307
0.012118571918750907,0.0010172262532643674,0.0016502160257204023,0.008153407206140358,0.001175473692859103
0.010826162643544733,0.0009442589491750552,0.0015534950411769484,0.007851583041222104,0.0010965679780689146
