mae,mse,perceptual_l2,perceptual_l1,loss
0.05213999200876866,0.019049642561092945,0.0077827777329210245,0.022105875909471467,0.019049642561092945
0.021900298774614215,0.005240089567503293,0.005361012310047067,0.016476293743343133,0.005240089567503293
0.0204282336888009,0.004609987262597096,0.004908436856584734,0.01562971630689622,0.004609987262597096
0.018009920910201007,0.003853831905424738,0.004653255014560559,0.015263005647801163,0.003853831905424738
0.01510028148895834,0.0031320745283612648,0.004426908673050021,0.014875978383373276,0.0031320745283612648
0.012595358912452283,0.002602382366869048,0.004121985116655332,0.014037583586393414,0.002602382366869048
0.010721740455879702,0.002237027704728242,0.003778346588981701,0.01293028875355986,0.002237027704728242
0.00952670777541891,0.002013322497510678,0.0035440771802080057,0.012199823220837826,0.002013322497510678
0.008775870116416815,0.001875327867652413,0.003374103519747359,0.011669294492139583,0.001875327867652413
0.00820284516813373,0.001772816032850525,0.003238621322016255,0.01127255864391343,0.001772816032850525
0.007762441356199831,0.0016933694795120845,0.003122949775669459,0.010953680288597169,0.0016933694795120845
0.007394119776292005,0.0016232058546647085,0.003015085785326167,0.010670584594319627,0.0016232058546647085
