mae,mse,perceptual_l2,perceptual_l1,loss
0.1592058197607692,0.031149815333624604,0.004213672354745888,0.01729333236091368,0.010947708026175307
0.07930370205709436,0.007920782388350613,0.0029745211649593144,0.01254051049452654,0.0042110864428764
0.051897065088353095,0.003970860766833237,0.002559722302885522,0.011092310748107717,0.0029125069017788383
0.03823203293896225,0.0026071878894627265,0.0022892166092641467,0.010170651673055085,0.0023687094183649417
0.030117287262988183,0.0019782773034035758,0.002096027889532071,0.009518241470468708,0.0020665902333359115
0.025359487983321275,0.001713200396547119,0.001989738146270377,0.009193666304341892,0.0019206036931983482
0.02087544256932104,0.0014087603013647895,0.0018218030199862573,0.00859114471930231,0.0017185423249689838
0.01792835728435164,0.001245035678407467,0.0016954946443402778,0.008203160750631407,0.001582879886601385
0.015614884158313962,0.001124380352583333,0.0015903456590626382,0.007875875443856513,0.0014738543155726452
0.013807739964159002,0.001028923342369082,0.0014889619318543149,0.007562207205546395,0.0013739522669425023
0.012245804745339272,0.0009492238939493079,0.0014029985180682362,0.007291290629297609,0.0012895548461459134
0.011010575492557089,0.0008837365639850054,0.0013206766233663297,0.007027564480929366,0.0012114415983821402
