mae,mse,perceptual_l2,perceptual_l1,loss
0.13724157673212023,0.025945429858213537,0.005224662066496293,0.01726951558078548,0.021607472791895985
0.05234432233329469,0.0044756967859474975,0.0035355229792319197,0.011886877190114326,0.008181286997192195
0.03410758763809122,0.0027591141174062943,0.003199163462337457,0.010783371948163364,0.0067712430271986805
0.02561412980125756,0.002200836449818625,0.003004606894079789,0.010183883639635257,0.006192360062602614
0.020516705558047185,0.0019170247744983366,0.0028380315675759498,0.009699393262203619,0.005808209019021315
0.01710479359380229,0.0017531350793070276,0.002714142621621747,0.009338605491133432,0.005545870282985771
0.014560971039055978,0.001632882582002289,0.0026016263590657265,0.009017117064081547,0.005324999828628066
0.01270342167045013,0.0015579297537102064,0.002517280177769185,0.008773399272043394,0.005165664521144299
0.011220741217988123,0.001489177064911146,0.0024291301662756593,0.008522522714410886,0.00500584988642105
0.009971150779835665,0.0014371832907771882,0.002360246571910616,0.00831750315665884,0.004877343229527609
0.00893702544271946,0.0013820262086861937,0.00228252407161594,0.008098813063409644,0.004740419642080959
0.008138534363588022,0.0013412588898042456,0.0022167446817523456,0.007909502494443858,0.004625380698827429
