mae,mse,perceptual_l2,perceptual_l1,loss
0.16034067606628513,0.0333419546266864,0.0053978540738883665,0.01839996333593313,0.025870959031361652
0.06024506417122775,0.005426554920530794,0.0035771276822381595,0.012264079945215566,0.008845317408070683
0.03722819644821926,0.0029868213258748035,0.003235279045276873,0.010979146660875794,0.006982984000749014
0.027426237372713675,0.002299316437028334,0.003025410454201864,0.010279150980018838,0.006289233707406356
0.021710597439856767,0.001978807632396652,0.0028708935688444613,0.00979164571656833,0.005885226685989955
0.01789157748965979,0.001789205840559973,0.0027405769848434574,0.009402874606927847,0.005596040212683337
0.015170290917801652,0.0016567567799100921,0.00262248242719031,0.009065881621757532,0.0053613191897732395
0.01320291769953584,0.0015717153205051875,0.002530744070930839,0.008805185552836608,0.005188450433542656
0.011656449687615351,0.0015045113429416421,0.002447997804395068,0.00857557313277202,0.005040042241767135
0.010329733645604234,0.0014407874823274402,0.0023681936162611517,0.008349448492510991,0.0048951179963570525
0.009329871910904853,0.0013927377225480789,0.0022970350046289975,0.008154402639816967,0.004773570183528705
0.008439309878056715,0.0013496731872707892,0.0022348987444477325,0.00797594801367273,0.004662810604046894
