mae,mse,perceptual_l2,perceptual_l1,loss
0.1584619678371012,0.030818143124815484,0.004867777640836567,0.017420260296444518,0.0274686723707991
0.08001516095135583,0.008264505828153378,0.0034856954817400958,0.012135241568560448,0.009232189794984465
0.05210662896310528,0.004205021481682151,0.0030333496118053766,0.010624685473096576,0.005809937476854407
0.03803325660398048,0.002791630957300655,0.0027320319308493566,0.009660203587228071,0.004508774125172744
0.02975336279212399,0.0021516215782380176,0.0025157528717585638,0.008975225779622965,0.003857522628640116
0.024182291933819794,0.0017818959075474893,0.0023262467822542632,0.008396373850770737,0.003435515399107034
0.020269307363313584,0.0015588564198953949,0.002179852142284719,0.00795335417448931,0.0031574808647444976
0.017291347009993217,0.0013987652069465356,0.002049723895706394,0.007555927312620084,0.0029380557376662564
0.014947440904241606,0.0012816427322015194,0.001939621672209445,0.0072174070165233395,0.002765583802164745
0.013129359500879519,0.0011888585637025034,0.001833828513585603,0.00690423697948227,0.002617703167535722
0.01154119979711732,0.0011128711741195988,0.0017461788915669736,0.006630194358234499,0.0024922019685842027
0.010268449845890051,0.0010475418901324787,0.0016594895180904675,0.0063622085352548026,0.00237620855822816
