id,title,test_loss,test_acc,test_f1,test_map,test_subset_acc,train_loss,train_acc,train_f1,train_map,train_subset_acc,train_time
20,augmentation=simple,0.1381403352612647,0.9279363367045036,0.7971825115034513,0.913124323448288,0.6317172897196262,0.006087327,0.9988405,0.98942274,0.9983189,0.9772827,1208.0429861545565
21,augmentation=color,0.1337231436970635,0.931404261945564,0.7985465387317622,0.91127894303509,0.6203271028037384,0.0048690917901694,0.9994722604751588,0.9911157488822936,0.9983184933662416,0.9781725406646729,1199.474645614624
22,augmentation=occlusion,0.1341336273771023,0.9307173345690576,0.7950744940855793,0.912358852190392,0.6179906542056075,0.0039636241272091,0.9999341368675232,0.992098867893219,0.9991137385368348,0.980863094329834,1184.1635937690735
23,augmentation=all,0.13559260887798863,0.9298618536129176,0.7950360318210637,0.9129904029525329,0.6276285046728972,0.004081661347299814,0.9995715618133545,0.9922048449516296,0.9984074234962463,0.9806551337242126,1049.0790894031525
