id,title,test_loss,test_acc,test_f1,test_map,test_subset_acc,train_loss,train_acc,train_f1,train_map,train_subset_acc,train_time
24,imbalance_handling=loss,4.194011621386092,0.9043248546457736,0.7771829801185108,0.8913528863514695,0.6039719626168224,0.18243504,0.9981313,0.9801858,0.9971098,0.9506062,1148.95241355896
25,imbalance_handling=batch,0.1402817617788493,0.9263989424037042,0.7965043883457362,0.9138717428546086,0.6273364485981309,0.004369325470179319,0.9988235235214233,0.9940401911735535,0.9987030029296875,0.9870195388793945,13097.377376556396
