id,title,test_loss,test_acc,test_f1,test_map,test_subset_acc,train_loss,train_acc,train_f1,train_map,train_subset_acc,train_time
18,classifier_head=ensemble,0.1187156517163058,0.9388265258797976,0.797345818760239,0.9168594290162916,0.6197429906542056,0.008346347,0.99969363,0.97912335,0.99868256,0.947974,1188.000333070755
19,classifier_head=attention,0.1379172710754047,0.926053867161831,0.782358483176365,0.897543039834388,0.6060163551401869,0.0034998971968889236,0.999207079410553,0.9947309494018555,0.9990525841712952,0.98750239610672,1119.1746730804443
