id,title,test_loss,test_acc,test_f1,test_map,test_subset_acc,train_loss,train_acc,train_f1,train_map,train_subset_acc,train_time
26,optimized,0.12124472050535902,0.9379144934850319,0.800961541795285,0.9172289053970408,0.6255841121495327,0.0052330657,0.99995786,0.9944007,0.99917907,0.9825983,12574.6383934021
