ID,Test Loss,Test Accuracy,Test F1,Test mAP,Test Subset Acc,Train Loss,Train Accuracy,Train F1,Train mAP,Train Subset Acc,Train time
18,0.2578895644885357,0.8572654211632559,0.5775674147026562,0.7344388232052883,0.41063084112149534,0.025468929,0.9950808,0.9413909,0.98583335,0.8671916,1196.1941449642181
19,0.19690884858648353,0.8851141762510638,0.6666089123654588,0.8034758060892052,0.48656542056074764,0.02529825,0.99537176,0.9391469,0.9851794,0.86312336,1177.2816307544708
