mae,mse,perceptual_l2,perceptual_l1,loss
0.18307146716026335,0.03944636153096544,0.004690713954789138,0.018709470721716043,0.02206853772701263
0.09766665471435279,0.011417785743448075,0.003352497120686376,0.013892903132096018,0.0073851414486022235
0.06430109935649983,0.005544527834227699,0.0028743204560609903,0.01220325705007205,0.0042094241545290725
0.04707676820785894,0.0034485190088776674,0.0025585293854745875,0.011136201744802626,0.0030035241971761275
0.036609988058997664,0.0024772901691303313,0.0023315200191563186,0.01040458704403918,0.002404405091461974
0.029602085703165196,0.0019393153696440717,0.0021386150417727866,0.009774200995443764,0.00203896520838978
0.024740539673508474,0.0016214058738051702,0.00198817016304812,0.009271201062697252,0.00180478801596874
0.021118123928038492,0.0014077001622200527,0.0018568104877084808,0.008848292518929076,0.001632255329544908
0.018210084815715188,0.0012484178755471694,0.0017406911559710405,0.008467911100890952,0.001494554515647382
0.01584656869602924,0.0011216243740167619,0.0016290820988016685,0.008119193287369672,0.0013753532373029988
0.014046131164879464,0.0010326319652781133,0.0015379802776132345,0.007827099008689458,0.0012853061203843058
0.012443202923118154,0.0009513555280953617,0.0014492148368560392,0.007533968905355216,0.0012002851831460382
