mae,mse,perceptual_l2,perceptual_l1,loss
0.1937836933158867,0.050501760949815074,0.007160268663187403,0.0274950957887461,0.050501760949815074
0.06615365761369753,0.006546148738954324,0.004787368749960142,0.01920204114476344,0.006546148738954324
0.04200450669180409,0.003576497582632927,0.004110192342423575,0.01653547840453899,0.003576497582632927
0.031481460945219544,0.0026790783257936903,0.0037606124633890996,0.01509026064217491,0.0026790783257936903
0.025483554454373763,0.0022667953941163084,0.0035353155052307243,0.014151730092024277,0.0022667953941163084
0.021591934691864333,0.0020353793510237634,0.003368482886565109,0.01346952479239732,0.0020353793510237634
0.018760915470243417,0.0018777425839760539,0.0032293596711624665,0.012926488031495556,0.0018777425839760539
0.016669097015072885,0.0017739810530389454,0.003122224002779817,0.01249943042420666,0.0017739810530389454
0.015007569402770895,0.001685440057447098,0.0030164103499200775,0.012115468819859847,0.001685440057447098
0.013643846500328887,0.0016156936798605802,0.002925162772056352,0.011779705496887442,0.0016156936798605802
0.0125302170026125,0.0015551634070297235,0.002838315831000368,0.011475140418349667,0.0015551634070297235
0.011563616765452095,0.001501002973267333,0.0027596708789339106,0.011192365002509157,0.001501002973267333
